Fecha;Hora Movimiento HHMM;Clase de Vuelo;Clasificaci?n Vuelo;Tipo de Movimiento;Origen OACI;Destino OACI;Aerolinea Nombre;Aeronave;Aeronave APC
19/09/2015;13:38;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;AR-0391;SAZM;N/A;CESSNA C-337;B
04/11/2016;13:53;Regular;Cabotaje;Despegue;SASA;SAAR;Austral Líneas Aéreas;EMBRAER E-190;C
21/03/2015;21:47;Regular;Cabotaje;Aterrizaje;SABE;SACO;LATAM Argentina;AIRBUS A-320;C
03/02/2017;18:36;No Regular;Cabotaje;Aterrizaje;SANT;SADF;N/A;BEECHCRAFT BE10;B
20/01/2014;11:35;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SARE;SARC;N/A;CESSNA C-170;A
29/11/2014;14:46;Regular;Cabotaje;Despegue;SANT;SABE;Aerolíneas Argentinas;BOEING B-737;C
08/01/2017;19:00;Vuelo Privado con Matrícula Nacional;Internacional;Aterrizaje;SUSO;SARC;N/A;N/A N/A;
10/07/2015;14:47;Regular;Internacional;Despegue;SABE;SBGL;Aerolíneas Argentinas;BOEING B-737;C
24/01/2014;21:42;No Regular;Cabotaje;Aterrizaje;SAZN;SAZN;American Jet;ATR AT43;B
18/08/2015;10:32;Regular;Cabotaje;Despegue;SABE;SANT;LATAM Argentina;AIRBUS A-320;C
28/04/2016;10:10;Regular;Cabotaje;Aterrizaje;SABE;SAVC;Aerolíneas Argentinas;BOEING B-737;D
01/09/2015;13:43;Regular;Cabotaje;Aterrizaje;SANT;SABE;Aerolíneas Argentinas;BOEING B-737;D
01/10/2016;14:07;Regular;Internacional;Aterrizaje;SBGL;SAEZ;TAM Linhas Aéreas;AIRBUS A-320;C
29/07/2015;13:55;Regular;Internacional;Despegue;SABE;SCEL;Austral Líneas Aéreas;EMBRAER E-190;C
03/08/2017;01:10;Regular;Cabotaje;Despegue;SASJ;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
21/01/2015;14:48;Regular;Cabotaje;Aterrizaje;SABE;SAVV;Austral Líneas Aéreas;EMBRAER E-190;C
13/12/2016;06:09;Regular;Cabotaje;Despegue;SAVC;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
24/09/2016;09:00;Regular;Cabotaje;Despegue;SARE;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
02/12/2017;18:41;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;AR-0257;SADM;N/A;CESSNA C-150;A
13/11/2017;19:24;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SADF;SADF;Ameriflight;CESSNA Citation;B
07/09/2017;02:19;Regular;Cabotaje;Aterrizaje;SASJ;SABE;Aerolíneas Argentinas;BOEING B-737;C
31/07/2017;22:01;Regular;Internacional;Aterrizaje;SBGL;SAEZ;Emirates Airline;BOEING B-777;C
02/07/2016;22:32;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SAST;SASA;N/A;CESSNA C-182;B
24/09/2016;16:08;Regular;Cabotaje;Despegue;SAWH;SABE;LATAM Argentina;AIRBUS A-320;C
10/12/2017;17:06;Regular;Cabotaje;Aterrizaje;SAZS;SABE;LATAM Argentina;AIRBUS A-320;C
24/08/2017;10:05;Regular;Cabotaje;Aterrizaje;SABE;SAVC;Aerolíneas Argentinas;BOEING B-737;D
03/07/2017;20:48;No Regular;Internacional;Despegue;SAAP;SULS;N/A;CESSNA C-208;B
07/02/2016;18:02;Regular;Cabotaje;Aterrizaje;SAZY;SABE;Aerolíneas Argentinas;BOEING B-737;C
14/04/2017;21:02;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SAZR;AR-0138;N/A;CESSNA C-182;B
08/09/2014;01:47;Regular;Cabotaje;Aterrizaje;SARP;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
29/04/2017;11:33;No Regular;Cabotaje;Despegue;SAAR;SABE;N/A;LEARJET LJ-35;C
07/09/2017;18:54;Regular;Internacional;Despegue;SACO;SGAS;Air Europa;AIRBUS A-330;C
16/11/2014;23:41;Regular;Cabotaje;Despegue;SANT;SABE;Aerolíneas Argentinas;BOEING B-737;C
16/06/2014;09:38;Regular;Cabotaje;Despegue;SAAR;SACO;SOL Líneas Aéreas;SAAB SF34;B
05/09/2015;13:15;Regular;Cabotaje;Despegue;SAOU;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
09/12/2016;20:10;Vuelo Privado con Matrícula Nacional;Internacional;Despegue;SADF;SUCA;N/A;BEECHCRAFT BE20;B
17/03/2014;23:54;Regular;Cabotaje;Aterrizaje;SABE;SAZN;Aerolíneas Argentinas;BOEING B-737;D
15/12/2016;12:10;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADF;AR-0126;N/A;AGUSTA Helicóptero;
22/12/2016;20:53;Vuelo Privado con Matrícula Nacional;Internacional;Despegue;SADF;SULS;N/A;BEECHCRAFT BE90;B
26/11/2014;20:36;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SADP;SADM;N/A;CESSNA C-150;A
06/01/2014;22:01;Regular;Cabotaje;Aterrizaje;SAWH;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
30/04/2015;23:35;Regular;Cabotaje;Aterrizaje;SASA;SARI;Austral Líneas Aéreas;EMBRAER E-190;C
24/06/2014;18:59;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;AR-0346;SAEZ;N/A;BEECHCRAFT BE40;B
21/05/2014;01:34;No Regular;Internacional;Despegue;SADF;SUMU;N/A;LEARJET LJ-60;C
12/01/2016;14:11;Regular;Internacional;Despegue;SAEZ;SCEL;Sky Airline;AIRBUS A-320;C
22/11/2014;17:51;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SADF;SAZN;N/A;BEECHCRAFT BE90;B
07/04/2015;20:27;No Regular;Internacional;Despegue;SABE;SULS;N/A;LEARJET LJ-60;C
05/01/2014;06:01;Regular;Internacional;Aterrizaje;SBBR;SAEZ;Aerolíneas Argentinas;BOEING B-737;D
09/07/2015;03:44;Regular;Cabotaje;Aterrizaje;SARI;SABE;Aerolíneas Argentinas;BOEING B-737;D
29/10/2017;17:30;Regular;Cabotaje;Aterrizaje;SAZN;SAME;Austral Líneas Aéreas;EMBRAER E-190;C
19/07/2016;00:06;Regular;Cabotaje;Aterrizaje;SABE;SAVT;Aerolíneas Argentinas;BOEING B-737;D
24/02/2015;22:35;Regular;Cabotaje;Aterrizaje;SABE;SAME;LATAM Argentina;AIRBUS A-320;C
09/12/2016;03:01;Regular;Internacional;Aterrizaje;MPTO;SACO;Copa Airlines;BOEING B-737;D
30/11/2017;22:05;Regular;Cabotaje;Despegue;SARF;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
24/02/2014;12:15;Regular;Cabotaje;Aterrizaje;SAEZ;SAME;Austral Líneas Aéreas;EMBRAER E-190;C
22/03/2015;14:07;Regular;Cabotaje;Despegue;SAZS;SABE;Aerolíneas Argentinas;BOEING B-737;C
05/06/2017;03:07;Regular;Internacional;Despegue;SAEZ;LEMD;Aerolíneas Argentinas;AIRBUS A-330;C
12/10/2017;08:27;No Regular;Internacional;Despegue;SAEZ;SUMU;LATAM Cargo Uruguay;FAIRCHILD SW3;B
28/03/2014;03:53;Regular;Cabotaje;Despegue;SANU;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
20/05/2016;23:47;Regular;Internacional;Despegue;SAEZ;KDFW;American Airlines;BOEING B-777;C
06/04/2016;01:07;Regular;Internacional;Despegue;SABE;SBGR;TAM Linhas Aéreas;AIRBUS A-320;C
05/08/2014;23:45;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SASA;SASA;N/A;BEECHCRAFT BE23;A
20/06/2017;09:04;Regular;Cabotaje;Despegue;SACO;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
19/04/2017;09:03;Regular;Internacional;Aterrizaje;SPJC;SAAR;LATAM Perú;AIRBUS A-320;C
10/06/2015;16:09;Regular;Cabotaje;Despegue;SANC;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
19/03/2017;19:20;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADF;SADF;N/A;ROBINSON Helicóptero;
20/01/2014;20:33;No Regular;Internacional;Aterrizaje;SULS;SABE;N/A;FAIRCHILD SW4;B
15/10/2016;00:22;Regular;Cabotaje;Despegue;SABE;SARE;Austral Líneas Aéreas;EMBRAER E-190;C
09/10/2016;21:53;Regular;Cabotaje;Despegue;SAZB;SABE;Aerolíneas Argentinas;BOEING B-737;C
31/01/2015;11:09;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SADF;SADF;N/A;ROBINSON Helicóptero;
04/01/2015;14:39;Regular;Cabotaje;Aterrizaje;SAME;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
12/03/2015;19:47;Regular;Cabotaje;Despegue;SAAR;SAWC;Aerolíneas Argentinas;BOEING B-737;D
05/12/2014;12:49;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADM;SADZ;N/A;AERO BOERO AB95;A
16/09/2014;23:47;Regular;Cabotaje;Despegue;SAME;SABE;LATAM Argentina;AIRBUS A-320;C
08/12/2017;16:21;Regular;Internacional;Despegue;SAEZ;SKBO;TAM Linhas Aéreas;BOEING B-767;C
13/10/2014;20:53;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADM;AR-0175;N/A;CESSNA C-152;A
07/11/2015;13:16;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADF;SAZB;N/A;BEECHCRAFT BE40;B
30/01/2015;23:01;Regular;Cabotaje;Despegue;SAAR;SAEZ;Austral Líneas Aéreas;EMBRAER E-190;C
12/11/2017;01:06;Regular;Internacional;Despegue;SABE;SBGR;Gol Transportes Aéreos;BOEING B-737;D
02/07/2015;16:44;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SADF;SADF;N/A;CESSNA C-152;A
14/02/2016;13:36;No Regular;Cabotaje;Despegue;SAZM;AR-0150;N/A;BEECHCRAFT BE90;B
25/10/2016;09:53;Regular;Cabotaje;Despegue;SACO;SABE;Aerolíneas Argentinas;BOEING B-737;C
04/04/2016;18:23;Regular;Cabotaje;Aterrizaje;SANH;SAEZ;Andes Líneas Aéreas;MCDONNELL DOUGLAS MD80;C
09/11/2016;22:52;Regular;Cabotaje;Aterrizaje;SANU;SAEZ;Austral Líneas Aéreas;EMBRAER E-190;C
29/07/2014;00:00;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SASA;SASA;N/A;BEECHCRAFT BE23;A
29/11/2017;20:08;Regular;Internacional;Despegue;SABE;SCEL;LATAM Argentina;AIRBUS A-320;C
31/12/2016;19:15;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SAZN;SAZY;N/A;BEECHCRAFT BE20;B
17/11/2017;00:50;Regular;Internacional;Despegue;SAEZ;SBGL;Emirates Airline;BOEING B-777;C
07/01/2017;01:34;Regular;Cabotaje;Aterrizaje;SASJ;SABE;Aerolíneas Argentinas;BOEING B-737;C
07/03/2014;12:44;Regular;Cabotaje;Aterrizaje;SAVT;SAZS;SOL Líneas Aéreas;SAAB SF34;B
11/07/2017;21:46;No Regular;Cabotaje;Despegue;SABE;AR-0346;American Jet;FAIRCHILD SW4;B
07/01/2016;01:32;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SABE;SAZN;N/A;LEARJET LJ-60;C
20/09/2015;06:03;Regular;Internacional;Aterrizaje;SBGL;SACO;Gol Transportes Aéreos;BOEING B-737;D
23/05/2015;15:08;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADF;SADF;N/A;PIPER PA-28;A
18/12/2015;04:53;Regular;Internacional;Despegue;SACO;MPTO;Copa Airlines;BOEING B-737;D
21/01/2016;12:05;Regular;Cabotaje;Despegue;SABE;SASA;LATAM Argentina;AIRBUS A-320;C
07/09/2017;09:20;Regular;Internacional;Aterrizaje;SBPS;SACO;Aerolíneas Argentinas;BOEING B-737;D
26/11/2016;13:32;Regular;Cabotaje;Aterrizaje;SANU;SABE;LATAM Argentina;AIRBUS A-320;C
05/02/2015;13:39;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;AR-0346;SABE;N/A;LEARJET LJ-60;C
04/02/2018;08:07;Regular;Cabotaje;Despegue;SABE;SAWG;Aerolíneas Argentinas;BOEING B-737;D
02/02/2017;00:52;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SANL;SABE;N/A;CESSNA Citation;B
09/04/2017;18:39;Regular;Cabotaje;Aterrizaje;SAVC;SAVY;Austral Líneas Aéreas;EMBRAER E-190;C
09/05/2014;09:15;Regular;Cabotaje;Despegue;SASA;SAEZ;Aerolíneas Argentinas;BOEING B-737;C
09/01/2018;05:12;Regular;Internacional;Despegue;SAAR;SBGL;Gol Transportes Aéreos;BOEING B-737;D
15/07/2015;12:33;Regular;Cabotaje;Despegue;SABE;SANT;Aerolíneas Argentinas;BOEING B-737;C
08/04/2017;10:35;Regular;Cabotaje;Aterrizaje;SABE;SAZN;Aerolíneas Argentinas;BOEING B-737;D
11/01/2014;01:28;Regular;Cabotaje;Aterrizaje;SAZS;SABE;Aerolíneas Argentinas;BOEING B-737;C
26/06/2017;15:10;Regular;Internacional;Despegue;SABE;SLVR;Aerolíneas Argentinas;BOEING B-737;D
16/08/2014;03:18;No Regular;Internacional;Aterrizaje;SUMU;SAEZ;Avianca Uruguay;PIPER PA-23;A
04/01/2015;01:35;Regular;Internacional;Despegue;SAEZ;LEMD;Iberia Airlines;AIRBUS A-340;C
15/10/2017;19:05;No Regular;Internacional;Aterrizaje;SUMU;SABE;Amaszonas;BOMBARDIER CL-600;C
29/03/2017;14:55;No Regular;Cabotaje;Aterrizaje;SABE;SAEZ;Austral Líneas Aéreas;EMBRAER E-190;C
11/03/2014;12:09;Regular;Cabotaje;Aterrizaje;SABE;SASA;Aerolíneas Argentinas;BOEING B-737;C
11/11/2016;15:53;Regular;Cabotaje;Aterrizaje;SAZS;SAAR;Aerolíneas Argentinas;BOEING B-737;C
05/05/2015;17:59;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SARP;SADF;N/A;LEARJET LJ-31;C
16/08/2017;07:57;Regular;Cabotaje;Despegue;SABE;SAVC;Aerolíneas Argentinas;BOEING B-737;D
12/09/2016;11:15;Regular;Internacional;Despegue;SAEZ;SBGR;TAM Linhas Aéreas;AIRBUS A-320;C
03/05/2017;22:46;Regular;Cabotaje;Despegue;SABE;SAOU;Austral Líneas Aéreas;EMBRAER E-190;C
02/12/2014;21:02;Regular;Internacional;Despegue;SAME;SCEL;LATAM;AIRBUS A-320;C
12/08/2017;21:29;Regular;Cabotaje;Aterrizaje;SACO;SASA;Aerolíneas Argentinas;BOEING B-737;C
01/01/2016;19:53;Regular;Cabotaje;Despegue;SAZR;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
23/09/2017;13:10;Regular;Cabotaje;Aterrizaje;SANE;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
21/10/2014;09:16;Regular;Internacional;Aterrizaje;SKBO;SAEZ;Avianca;AIRBUS A-320;C
02/08/2017;16:34;Regular;Internacional;Despegue;SABE;SUMU;Amaszonas;BOMBARDIER CL-600;C
03/01/2014;02:21;Regular;Cabotaje;Aterrizaje;SAEZ;SAWC;Andes Líneas Aéreas;MCDONNELL DOUGLAS MD80;C
09/01/2015;23:02;Regular;Cabotaje;Despegue;SAZM;SABE;SOL Líneas Aéreas;SAAB SF34;B
13/11/2014;21:17;Regular;Cabotaje;Aterrizaje;SAWG;SAWC;LADE - Líneas Aéreas Del Estado;SAAB SF34;B
11/06/2017;20:07;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SADF;SADF;N/A;CESSNA C-337;B
13/02/2014;20:15;Regular;Internacional;Aterrizaje;SBPA;SABE;Aerolíneas Argentinas;BOEING B-737;C
26/01/2015;19:58;No Regular;Cabotaje;Aterrizaje;SAAC;SABE;N/A;LEARJET LJ-31;C
25/04/2017;14:15;Regular;Cabotaje;Aterrizaje;SAME;SABE;LATAM Argentina;AIRBUS A-320;C
19/10/2014;00:58;Regular;Cabotaje;Aterrizaje;SABE;SACO;LATAM Argentina;AIRBUS A-320;C
13/07/2016;03:09;Regular;Cabotaje;Aterrizaje;SAVC;SABE;Aerolíneas Argentinas;BOEING B-737;D
08/06/2014;18:47;Regular;Internacional;Despegue;SABE;SCEL;Austral Líneas Aéreas;EMBRAER E-190;C
12/12/2015;22:52;Vuelo Privado con Matrícula Nacional;N/A;Aterrizaje;N/A;SASA;N/A;CESSNA C-210;B
30/08/2015;23:20;Regular;Cabotaje;Aterrizaje;SARI;SAEZ;Aerolíneas Argentinas;BOEING B-737;C
21/05/2015;10:06;Regular;Cabotaje;Aterrizaje;SACO;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
14/01/2015;16:14;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADF;SADF;N/A;PIPER PA-28;A
11/06/2015;20:24;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SACO;SANT;N/A;LEARJET LJ-31;C
21/08/2016;23:18;Regular;Cabotaje;Aterrizaje;SAZS;SABE;Aerolíneas Argentinas;BOEING B-737;C
10/08/2016;20:10;Regular;Cabotaje;Aterrizaje;SABE;SAZB;Aerolíneas Argentinas;BOEING B-737;C
07/06/2015;14:41;Regular;Cabotaje;Aterrizaje;SABE;SAWC;Aerolíneas Argentinas;BOEING B-737;D
09/11/2017;21:34;Regular;Cabotaje;Despegue;SACO;SASJ;Austral Líneas Aéreas;EMBRAER E-190;C
31/07/2014;13:07;No Regular;Internacional;Despegue;SAEZ;SCEL;LATAM;BOEING B-777;C
02/03/2014;10:40;Regular;Internacional;Despegue;SAEZ;SGAS;Aerolíneas Argentinas;BOEING B-737;D
23/07/2015;13:15;No Regular;Internacional;Despegue;SAEZ;SUMU;Avianca Uruguay;CESSNA C-208;B
07/03/2016;12:27;Regular;Cabotaje;Despegue;SABE;SANT;Aerolíneas Argentinas;BOEING B-737;C
25/01/2015;18:42;Regular;Cabotaje;Despegue;SAZM;SABE;Aerolíneas Argentinas;BOEING B-737;D
09/01/2014;20:52;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SABE;SADF;N/A;LEARJET LJ-60;C
13/01/2017;14:34;Regular;Cabotaje;Aterrizaje;SACO;SABE;Aerolíneas Argentinas;BOEING B-737;D
09/11/2014;15:12;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADF;AR-0383;N/A;AERO BOERO AB95;A
18/01/2014;20:12;Regular;Cabotaje;Despegue;SABE;SACO;Aerolíneas Argentinas;BOEING B-737;D
26/09/2016;00:20;Vuelo Privado con Matrícula Nacional;N/A;Aterrizaje;N/A;SADF;N/A;AERO AC50;B
19/08/2014;13:15;Regular;Cabotaje;Aterrizaje;SACO;SABE;LATAM Argentina;AIRBUS A-320;C
10/04/2017;12:46;Regular;Cabotaje;Aterrizaje;SAOC;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
08/10/2017;20:43;Vuelo Privado con Matrícula Nacional;N/A;Despegue;SANT;N/A;N/A;BEECHCRAFT BE90;B
21/01/2014;21:00;Regular;Cabotaje;Aterrizaje;SAZS;SABE;LATAM Argentina;AIRBUS A-320;C
27/06/2014;10:53;Regular;Cabotaje;Despegue;SAEZ;SAME;Austral Líneas Aéreas;EMBRAER E-190;C
22/03/2016;22:22;Vuelo Privado con Matrícula Nacional;Internacional;Aterrizaje;SULS;SADF;N/A;BEECHCRAFT BE90;B
04/02/2017;17:56;Regular;Cabotaje;Despegue;SABE;SAWE;Austral Líneas Aéreas;EMBRAER E-190;C
17/03/2014;07:02;Regular;Cabotaje;Aterrizaje;SABE;SARE;Austral Líneas Aéreas;EMBRAER E-190;C
26/06/2017;15:00;Regular;Cabotaje;Despegue;SAEZ;SAME;Austral Líneas Aéreas;EMBRAER E-190;C
10/11/2017;12:55;Regular;Internacional;Aterrizaje;SBGR;SABE;Aerolíneas Argentinas;BOEING B-737;D
24/04/2017;23:17;Regular;Cabotaje;Despegue;SAZS;SABE;Aerolíneas Argentinas;BOEING B-737;D
05/02/2014;12:50;No Regular;Cabotaje;Aterrizaje;SABE;SAAR;N/A;LEARJET LJ-60;C
24/11/2014;13:25;Vuelo Privado con Matrícula Nacional;N/A;Despegue;SASA;N/A;N/A;BEECHCRAFT BE20;B
26/05/2014;22:13;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADF;SAAP;N/A;BEECHCRAFT BE90;B
22/05/2016;20:25;Regular;Cabotaje;Aterrizaje;SANU;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
26/05/2017;13:42;Regular;Cabotaje;Despegue;SABE;SAVC;Aerolíneas Argentinas;BOEING B-737;C
18/02/2018;09:43;Regular;Internacional;Despegue;SAEZ;SBFL;Aerolíneas Argentinas;BOEING B-737;D
02/03/2017;21:47;Regular;Cabotaje;Despegue;SABE;SAME;LATAM Argentina;AIRBUS A-320;C
21/07/2017;19:59;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SADL;SADM;N/A;CESSNA C-150;A
17/10/2014;13:27;Regular;Cabotaje;Aterrizaje;SANT;SABE;LATAM Argentina;AIRBUS A-320;C
29/11/2015;01:34;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SANT;SABE;N/A;LEARJET LJ-60;C
19/06/2015;17:00;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SAZG;SAZG;N/A;CESSNA C-152;A
17/10/2014;17:39;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SANH;SANE;N/A;LEARJET LJ-45;C
19/12/2015;21:28;Regular;Cabotaje;Despegue;SABE;SAME;LATAM Argentina;AIRBUS A-320;C
21/03/2017;22:57;Regular;Cabotaje;Despegue;SAME;SABE;Aerolíneas Argentinas;BOEING B-737;D
28/09/2016;22:01;Regular;Internacional;Aterrizaje;SCEL;SABE;LATAM;AIRBUS A-320;C
20/01/2017;13:50;Vuelo Privado con Matrícula Nacional;Internacional;Despegue;SAZY;SCPC;N/A;LANCAIR LEG2;A
07/03/2014;14:58;Regular;Cabotaje;Aterrizaje;SABE;SAZS;Aerolíneas Argentinas;BOEING B-737;C
06/06/2017;11:12;Regular;Internacional;Despegue;SAEZ;SKBO;Avianca;BOEING B-787;C
10/06/2017;13:27;Regular;Cabotaje;Despegue;SAAV;SABE;Aerolíneas Argentinas;BOEING B-737;C
17/06/2016;17:09;Regular;Cabotaje;Aterrizaje;SABE;SASA;LATAM Argentina;AIRBUS A-320;C
01/07/2017;10:53;Regular;Cabotaje;Aterrizaje;SABE;SACO;LATAM Argentina;AIRBUS A-320;C
02/08/2016;08:27;Regular;Internacional;Despegue;SAEZ;KATL;Delta Air Lines;BOEING B-767;D
01/10/2014;14:30;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SANL;SADF;N/A;MITSUBISHI MU-2;A
07/12/2015;22:28;No Regular;Internacional;Aterrizaje;SUMU;SABE;N/A;CESSNA Citation;B
24/12/2015;15:38;Regular;Cabotaje;Aterrizaje;SASA;SABE;LATAM Argentina;AIRBUS A-320;C
05/06/2017;23:05;Regular;Internacional;Aterrizaje;SGAS;SAEZ;Austral Líneas Aéreas;EMBRAER E-190;C
01/09/2016;11:28;Regular;Cabotaje;Despegue;SABE;SACO;Aerolíneas Argentinas;BOEING B-737;D
29/11/2015;22:10;Regular;Cabotaje;Despegue;SAVT;SAEZ;Aerolíneas Argentinas;BOEING B-737;D
28/01/2018;17:30;Regular;Internacional;Despegue;SABE;SULS;Aerolíneas Argentinas;BOEING B-737;D
17/12/2015;10:55;No Regular;Cabotaje;Despegue;SAEZ;AR-0350;N/A;AIRBUS HELICOPTERS-KAWASAKI Helicóptero;
28/12/2017;00:37;Regular;Internacional;Despegue;SABE;SUMU;Aerolíneas Argentinas;BOEING B-737;C
22/06/2016;23:18;Regular;Internacional;Despegue;SAEZ;KATL;Delta Air Lines;BOEING B-767;D
02/11/2016;11:14;Regular;Cabotaje;Despegue;SACO;SABE;Aerolíneas Argentinas;BOEING B-737;D
03/02/2016;21:38;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SAZP;SAZR;N/A;CESSNA C-152;A
31/07/2016;14:12;Regular;Internacional;Despegue;SABE;SBGR;TAM Linhas Aéreas;AIRBUS A-320;C
19/11/2014;21:52;Regular;Cabotaje;Aterrizaje;SAME;SACO;Aerolíneas Argentinas;BOEING B-737;C
21/12/2016;14:24;Regular;Cabotaje;Aterrizaje;SACO;SABE;Aerolíneas Argentinas;BOEING B-737;D
13/02/2016;15:09;Regular;Internacional;Despegue;SABE;SBGR;Gol Transportes Aéreos;BOEING B-737;D
23/01/2017;14:39;Regular;Cabotaje;Despegue;SABE;SAZS;LATAM Argentina;AIRBUS A-320;C
15/03/2016;09:57;Regular;Cabotaje;Aterrizaje;SABE;SAVC;Aerolíneas Argentinas;BOEING B-737;C
22/07/2014;03:21;Regular;Internacional;Aterrizaje;MPTO;SACO;Copa Airlines;BOEING B-737;D
29/08/2017;01:26;Regular;Cabotaje;Aterrizaje;SABE;SASA;Aerolíneas Argentinas;BOEING B-737;D
22/11/2015;23:22;Regular;Internacional;Despegue;SACO;SCEL;LATAM;AIRBUS A-320;C
18/03/2017;01:56;Regular;Cabotaje;Aterrizaje;SARP;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
12/02/2014;19:09;Regular;Cabotaje;Aterrizaje;SAVY;SABE;Andes Líneas Aéreas;MCDONNELL DOUGLAS MD80;C
05/04/2016;12:32;Regular;Cabotaje;Despegue;SAWH;SAWC;LATAM Argentina;AIRBUS A-320;C
01/06/2015;05:42;Regular;Internacional;Aterrizaje;SVMI;SAEZ;Aerolíneas Argentinas;BOEING B-737;D
26/05/2017;18:15;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SADM;SADM;N/A;PIPER PA-22;A
03/04/2014;02:52;No Regular;Internacional;Aterrizaje;SBKP;SAEZ;LATAM;BOEING B-767;C
04/02/2016;01:29;Regular;Cabotaje;Aterrizaje;SABE;SANT;Aerolíneas Argentinas;BOEING B-737;D
13/07/2016;23:37;Regular;Internacional;Aterrizaje;SUMU;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
16/07/2014;00:24;No Regular;Cabotaje;Aterrizaje;SABE;SAAV;SOL Líneas Aéreas;SAAB SF34;B
21/03/2015;22:42;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SA02;SASA;N/A;LEARJET LJ-45;C
27/10/2016;04:23;Regular;Internacional;Aterrizaje;SBGL;SACO;Gol Transportes Aéreos;BOEING B-737;D
16/02/2014;11:34;Regular;Cabotaje;Despegue;SAME;SAZS;Austral Líneas Aéreas;EMBRAER E-190;C
24/06/2014;18:11;No Regular;Cabotaje;Despegue;SAZN;SAVJ;Línea Aérea SAPSA;FAIRCHILD SW4;B
11/06/2014;19:55;Regular;Internacional;Aterrizaje;SCEL;SACO;LATAM;AIRBUS A-320;C
23/04/2014;12:05;Regular;Internacional;Despegue;SAEZ;SUMU;Austral Líneas Aéreas;EMBRAER E-190;C
18/10/2016;23:16;Regular;Cabotaje;Aterrizaje;SABE;SANL;Austral Líneas Aéreas;EMBRAER E-190;C
23/07/2016;14:37;Regular;Cabotaje;Despegue;SAWH;SABE;LATAM Argentina;AIRBUS A-320;C
08/01/2018;13:13;Regular;Internacional;Aterrizaje;SGAS;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
03/10/2015;10:05;Regular;Cabotaje;Despegue;SAME;SABE;LATAM Argentina;AIRBUS A-320;C
